cv_id,job_family,coverage_obligatorias,coverage_deseables,experiencia_ratio,educacion_match,similitud_semantica,label,anios_experiencia,nivel_educativo,universidad_tier,brecha_laboral_meses,n_skills_detectadas,n_palabras_cv
246,desarrollador_frontend,0.25,0.0,0.0,1.0,0.5425086617469788,0,0.0,pregrado,top,0,3,33
247,desarrollador_frontend,1.0,0.3333333333333333,1.5,1.0,0.6231577396392822,1,2.0,pregrado,top,0,7,32
248,desarrollador_frontend,1.0,1.0,0.0,0.0,0.6339284777641296,1,0.0,ninguno,desconocida,0,10,38
249,desarrollador_frontend,0.0,0.0,1.0,1.0,0.47846800088882446,0,1.0,pregrado,top,0,1,30
250,desarrollador_frontend,1.0,0.6666666666666666,1.0,1.0,0.6803511381149292,1,1.0,pregrado,top,0,9,47
251,desarrollador_frontend,0.5,0.3333333333333333,1.5,1.0,0.5384964942932129,1,3.0,pregrado,top,0,5,40
252,desarrollador_frontend,0.5,0.3333333333333333,1.0,1.0,0.5620198249816895,1,1.0,pregrado,top,0,4,43
253,desarrollador_frontend,0.5,0.3333333333333333,1.5,1.0,0.4576752781867981,1,2.0,tecnico,top,12,5,52
254,desarrollador_frontend,0.75,0.3333333333333333,1.5,0.0,0.5705162286758423,0,4.0,ninguno,desconocida,12,5,45
255,desarrollador_frontend,0.5,0.0,1.0,0.0,0.4554707705974579,0,1.0,ninguno,desconocida,0,4,33
256,desarrollador_frontend,1.0,0.6666666666666666,1.0,1.0,0.5894359350204468,1,1.0,tecnico,top,0,9,46
257,desarrollador_frontend,0.0,0.0,1.0,1.0,0.4900645613670349,0,1.0,pregrado,top,0,1,31
258,desarrollador_frontend,0.5,0.0,1.5,1.0,0.49052542448043823,0,2.0,pregrado,top,0,4,40
259,desarrollador_frontend,0.0,0.0,0.0,1.0,0.49360212683677673,0,0.0,tecnico,top,0,3,37
260,desarrollador_frontend,0.5,0.3333333333333333,1.0,1.0,0.6395346522331238,0,1.0,pregrado,top,0,6,46
261,desarrollador_frontend,0.5,0.0,1.0,1.0,0.49259188771247864,0,1.0,pregrado,top,0,5,38
262,desarrollador_frontend,0.5,0.0,1.0,0.0,0.28943881392478943,0,1.0,ninguno,desconocida,12,5,35
263,desarrollador_frontend,0.5,0.3333333333333333,1.0,1.0,0.5041401982307434,1,1.0,pregrado,top,0,7,38
264,desarrollador_frontend,0.5,0.0,1.0,1.0,0.49973803758621216,0,1.0,pregrado,top,0,6,48
265,desarrollador_frontend,0.75,0.3333333333333333,0.0,0.0,0.5717154145240784,0,0.0,ninguno,desconocida,0,7,30
266,desarrollador_frontend,0.0,0.0,0.0,1.0,0.33109408617019653,0,0.0,pregrado,top,0,3,36
267,desarrollador_frontend,0.0,0.0,0.0,1.0,0.5103273391723633,0,0.0,pregrado,top,0,1,29
268,desarrollador_frontend,1.0,0.3333333333333333,0.0,1.0,0.48288780450820923,1,0.0,pregrado,top,0,9,51
269,desarrollador_frontend,1.0,0.6666666666666666,1.5,0.0,0.5865637063980103,1,2.0,ninguno,desconocida,12,11,49
270,desarrollador_frontend,1.0,0.6666666666666666,0.0,1.0,0.6577715277671814,1,0.0,posgrado,top,0,8,36
271,desarrollador_frontend,1.0,0.3333333333333333,1.5,1.0,0.6488938331604004,1,2.0,pregrado,top,0,10,39
272,desarrollador_frontend,1.0,0.6666666666666666,1.0,1.0,0.5861364603042603,1,1.0,pregrado,top,0,8,49
273,desarrollador_frontend,0.5,0.3333333333333333,0.0,1.0,0.5777379274368286,0,0.0,pregrado,top,0,4,43
274,desarrollador_frontend,1.0,0.6666666666666666,1.0,1.0,0.5217605233192444,1,1.0,pregrado,top,0,8,41
275,desarrollador_frontend,0.25,0.0,0.0,1.0,0.42621099948883057,0,0.0,posgrado,top,0,5,46
276,desarrollador_frontend,0.5,0.3333333333333333,0.0,1.0,0.6020194292068481,0,0.0,posgrado,top,0,7,46
277,desarrollador_frontend,1.0,0.3333333333333333,0.0,1.0,0.5432313680648804,1,0.0,tecnico,top,0,9,42
278,desarrollador_frontend,1.0,0.6666666666666666,1.0,1.0,0.5550650954246521,1,1.0,posgrado,top,0,8,37
279,desarrollador_frontend,0.5,0.0,1.5,1.0,0.45100754499435425,0,2.0,pregrado,top,0,5,40
280,desarrollador_frontend,1.0,0.3333333333333333,0.0,0.0,0.6628860235214233,0,0.0,ninguno,desconocida,0,7,31
281,desarrollador_frontend,0.25,0.0,1.0,0.0,0.4924650192260742,0,1.0,ninguno,desconocida,0,3,18
282,desarrollador_frontend,0.0,0.0,0.0,1.0,0.33824002742767334,0,0.0,tecnico,top,0,2,34
283,desarrollador_frontend,1.0,1.0,0.0,1.0,0.5958520174026489,1,0.0,tecnico,top,0,10,47
284,desarrollador_frontend,0.5,0.0,1.0,1.0,0.48318004608154297,0,1.0,tecnico,top,0,7,35
285,desarrollador_frontend,0.75,0.3333333333333333,0.0,1.0,0.6399831771850586,0,0.0,tecnico,top,0,9,43
286,desarrollador_frontend,0.5,0.3333333333333333,0.0,1.0,0.619743824005127,0,0.0,pregrado,top,0,5,36
287,desarrollador_frontend,0.5,0.0,0.0,1.0,0.5581622123718262,0,0.0,pregrado,top,0,5,46
288,desarrollador_frontend,0.5,0.3333333333333333,1.5,1.0,0.5950391292572021,1,4.0,pregrado,top,0,4,41
289,desarrollador_frontend,1.0,1.0,1.5,0.0,0.6547893285751343,1,2.0,ninguno,desconocida,0,8,32
290,desarrollador_frontend,0.0,0.0,0.0,1.0,0.43486878275871277,0,0.0,pregrado,top,0,2,35
291,desarrollador_frontend,1.0,1.0,1.0,1.0,0.5336880087852478,1,1.0,tecnico,top,0,10,47
292,desarrollador_frontend,0.0,0.0,1.5,1.0,0.3905037045478821,0,3.0,pregrado,top,0,4,49
293,desarrollador_frontend,0.25,0.0,1.0,1.0,0.47791463136672974,0,1.0,posgrado,top,0,2,32
294,desarrollador_frontend,1.0,0.3333333333333333,1.0,1.0,0.5531784892082214,1,1.0,posgrado,top,0,7,47
295,desarrollador_frontend,0.5,0.0,0.0,1.0,0.5110807418823242,0,0.0,pregrado,top,0,4,34
296,desarrollador_frontend,1.0,0.3333333333333333,1.0,1.0,0.6571514010429382,1,1.0,pregrado,top,0,7,43
297,desarrollador_frontend,0.0,0.0,1.0,1.0,0.40280601382255554,0,1.0,posgrado,top,0,3,36
298,desarrollador_frontend,0.5,0.3333333333333333,1.0,1.0,0.47137075662612915,1,1.0,tecnico,top,0,7,35
299,desarrollador_frontend,0.25,0.0,0.0,0.0,0.5533269047737122,0,0.0,ninguno,desconocida,0,4,27
300,desarrollador_frontend,0.5,0.0,0.0,1.0,0.5809180736541748,0,0.0,pregrado,top,0,4,34
301,desarrollador_frontend,0.5,0.0,1.0,1.0,0.5244083404541016,0,1.0,pregrado,top,24,3,39
302,desarrollador_frontend,0.5,0.3333333333333333,1.0,1.0,0.362568199634552,0,1.0,posgrado,top,0,5,41
303,desarrollador_frontend,0.5,0.3333333333333333,1.0,1.0,0.6203025579452515,1,1.0,pregrado,top,0,5,47
304,desarrollador_frontend,1.0,1.0,0.0,1.0,0.5209557414054871,1,0.0,posgrado,top,0,8,43
305,desarrollador_frontend,1.0,0.3333333333333333,1.0,1.0,0.5224916934967041,1,1.0,posgrado,top,0,9,32
306,desarrollador_frontend,0.5,0.0,1.0,1.0,0.22330352663993835,0,1.0,tecnico,top,0,4,36
307,desarrollador_frontend,0.5,0.3333333333333333,1.5,1.0,0.4714939594268799,0,2.0,posgrado,top,0,5,34
308,desarrollador_frontend,0.0,0.0,0.0,1.0,0.41575318574905396,0,0.0,tecnico,top,0,3,36
309,desarrollador_frontend,0.25,0.0,1.0,1.0,0.32735729217529297,0,1.0,pregrado,top,0,3,40
310,desarrollador_frontend,1.0,0.6666666666666666,0.0,1.0,0.6250424981117249,1,0.0,posgrado,top,0,7,43
311,desarrollador_frontend,0.5,0.3333333333333333,0.0,1.0,0.5795285105705261,0,0.0,pregrado,top,0,5,50
312,desarrollador_frontend,1.0,1.0,0.0,1.0,0.6037985682487488,1,0.0,pregrado,top,0,8,46
313,desarrollador_frontend,1.0,0.6666666666666666,1.5,1.0,0.4808580279350281,1,2.0,pregrado,top,0,9,39
314,desarrollador_frontend,1.0,0.3333333333333333,1.0,1.0,0.6220714449882507,1,1.0,posgrado,top,0,7,44
315,desarrollador_frontend,1.0,0.6666666666666666,0.0,0.0,0.5911250114440918,0,0.0,ninguno,desconocida,0,8,32
316,desarrollador_frontend,1.0,1.0,1.5,1.0,0.5487698912620544,1,2.0,pregrado,top,0,11,43
317,desarrollador_frontend,0.25,0.0,1.0,1.0,0.41304636001586914,0,1.0,pregrado,top,0,4,29
318,desarrollador_frontend,1.0,0.6666666666666666,1.0,1.0,0.34578973054885864,1,1.0,tecnico,top,0,8,40
319,desarrollador_frontend,0.25,0.0,1.0,1.0,0.5005494952201843,0,1.0,posgrado,top,0,2,36
320,desarrollador_frontend,1.0,1.0,0.0,1.0,0.48709410429000854,1,0.0,pregrado,top,0,10,51
321,analista_datos,1.0,1.0,1.0,0.0,0.660507321357727,1,1.0,ninguno,desconocida,24,9,43
322,analista_datos,0.3333333333333333,0.0,1.5,0.5,0.42419204115867615,0,3.0,tecnico,top,0,4,34
323,analista_datos,0.3333333333333333,0.5,0.0,1.0,0.3697846531867981,0,0.0,pregrado,top,0,6,42
324,analista_datos,0.3333333333333333,0.0,1.5,1.0,0.442631334066391,0,2.0,pregrado,top,0,2,38
325,analista_datos,0.3333333333333333,0.0,0.0,1.0,0.48140180110931396,0,0.0,pregrado,top,0,2,37
326,analista_datos,0.3333333333333333,0.0,1.0,1.0,0.33844271302223206,0,1.0,pregrado,top,0,4,35
327,analista_datos,0.3333333333333333,0.5,1.5,1.0,0.5745900869369507,0,2.0,pregrado,top,0,5,42
328,analista_datos,0.3333333333333333,0.25,1.5,1.0,0.43562713265419006,0,4.0,posgrado,top,12,7,68
329,analista_datos,0.3333333333333333,0.0,0.0,1.0,0.6214605569839478,0,0.0,pregrado,top,0,3,38
330,analista_datos,1.0,0.25,1.0,1.0,0.4824013113975525,1,1.0,pregrado,top,0,4,35
331,analista_datos,0.3333333333333333,0.0,1.0,1.0,0.5481041073799133,0,1.0,pregrado,top,0,2,31
332,analista_datos,1.0,0.75,1.0,0.5,0.5399472117424011,1,1.0,tecnico,top,0,7,39
333,analista_datos,1.0,1.0,1.0,0.5,0.5039334297180176,1,1.0,tecnico,top,0,9,49
334,analista_datos,0.3333333333333333,0.0,1.0,0.5,0.379597544670105,0,1.0,tecnico,top,0,4,25
335,analista_datos,0.3333333333333333,0.0,0.0,1.0,0.4970874786376953,0,0.0,pregrado,top,0,2,33
336,analista_datos,1.0,0.75,0.0,1.0,0.6138677000999451,1,0.0,posgrado,top,0,9,47
337,analista_datos,0.3333333333333333,0.5,0.0,1.0,0.5896996855735779,0,0.0,posgrado,top,0,4,44
338,analista_datos,1.0,0.5,1.0,1.0,0.6319842338562012,1,1.0,pregrado,top,0,8,48
339,analista_datos,0.3333333333333333,0.0,1.5,1.0,0.5876001119613647,0,3.0,pregrado,top,12,4,50
340,analista_datos,0.3333333333333333,0.0,1.0,1.0,0.24876298010349274,0,1.0,pregrado,top,0,2,32
341,analista_datos,1.0,0.25,1.0,1.0,0.629252016544342,1,1.0,pregrado,top,0,9,38
342,analista_datos,0.0,0.0,1.5,1.0,0.3046253025531769,0,4.0,posgrado,top,12,4,53
343,analista_datos,0.3333333333333333,0.25,1.0,1.0,0.24574053287506104,0,1.0,pregrado,top,0,3,32
344,analista_datos,0.3333333333333333,0.0,1.0,1.0,0.41178134083747864,0,1.0,pregrado,top,0,5,44
345,analista_datos,1.0,0.75,1.0,1.0,0.5173233151435852,1,1.0,pregrado,top,0,9,43
346,analista_datos,0.3333333333333333,0.5,0.0,1.0,0.5383853316307068,0,0.0,posgrado,top,0,7,40
347,analista_datos,0.3333333333333333,0.0,0.0,0.5,0.403598427772522,0,0.0,tecnico,top,0,6,44
348,analista_datos,1.0,0.5,1.5,1.0,0.5759046077728271,1,2.0,posgrado,top,0,8,44
349,analista_datos,0.3333333333333333,0.25,1.0,0.5,0.4682140350341797,0,1.0,tecnico,top,0,6,35
350,analista_datos,0.3333333333333333,0.5,1.5,1.0,0.3492423892021179,1,2.0,pregrado,top,24,6,66
351,analista_datos,1.0,0.75,0.0,1.0,0.6154795289039612,1,0.0,pregrado,top,0,8,48
352,analista_datos,1.0,0.25,1.0,0.0,0.5046036243438721,1,1.0,ninguno,desconocida,0,5,26
353,analista_datos,0.3333333333333333,0.0,1.5,1.0,0.3873535692691803,0,4.0,pregrado,top,0,4,33
354,analista_datos,0.3333333333333333,0.25,1.0,1.0,0.47378015518188477,0,1.0,pregrado,top,0,5,36
355,analista_datos,1.0,0.75,1.5,1.0,0.5751285552978516,1,3.0,pregrado,top,0,7,50
356,analista_datos,1.0,1.0,1.0,1.0,0.5615404844284058,1,1.0,pregrado,top,0,11,43
357,analista_datos,0.3333333333333333,0.0,0.0,1.0,0.315940797328949,0,0.0,pregrado,top,0,4,43
358,analista_datos,0.3333333333333333,0.5,0.0,1.0,0.5238341689109802,0,0.0,posgrado,top,0,7,47
359,analista_datos,0.0,0.0,0.0,1.0,0.3678973317146301,0,0.0,pregrado,top,0,4,38
360,analista_datos,0.3333333333333333,0.25,1.5,1.0,0.5336857438087463,0,3.0,pregrado,top,0,3,43
361,analista_datos,1.0,1.0,1.0,0.0,0.5932969450950623,1,1.0,ninguno,desconocida,0,9,34
362,analista_datos,0.0,0.0,1.0,1.0,0.36217600107192993,0,1.0,posgrado,top,0,5,38
363,analista_datos,1.0,0.25,1.5,0.0,0.49932414293289185,1,5.0,ninguno,desconocida,0,6,22
364,analista_datos,0.3333333333333333,0.25,1.0,0.5,0.4495731592178345,0,1.0,tecnico,top,0,4,39
365,analista_datos,1.0,1.0,0.0,1.0,0.4863842725753784,1,0.0,pregrado,top,0,8,44
366,analista_datos,0.3333333333333333,0.5,1.5,0.5,0.6932826042175293,0,4.0,tecnico,top,0,5,38
367,analista_datos,1.0,1.0,1.0,1.0,0.6873107552528381,1,1.0,posgrado,top,0,9,46
368,analista_datos,0.3333333333333333,0.0,1.5,0.5,0.48658519983291626,0,5.0,tecnico,top,0,5,38
369,analista_datos,0.3333333333333333,0.0,1.5,1.0,0.5535565614700317,0,2.0,posgrado,top,24,3,52
370,analista_datos,1.0,0.75,1.0,1.0,0.6793017387390137,1,1.0,pregrado,top,0,10,42
371,analista_datos,0.3333333333333333,0.5,0.0,0.5,0.5712734460830688,0,0.0,tecnico,top,0,4,40
372,analista_datos,0.0,0.0,1.5,1.0,0.3878694176673889,0,2.0,pregrado,top,0,2,38
373,analista_datos,1.0,0.25,0.0,1.0,0.5242637395858765,1,0.0,pregrado,top,0,9,41
374,analista_datos,0.3333333333333333,0.0,1.0,1.0,0.412668913602829,1,1.0,posgrado,top,0,3,30
375,analista_datos,1.0,0.5,1.5,1.0,0.5877771973609924,1,2.0,pregrado,top,24,7,62
376,analista_datos,0.3333333333333333,0.0,0.0,1.0,0.31702619791030884,0,0.0,pregrado,top,0,3,36
377,analista_datos,0.3333333333333333,0.5,1.5,1.0,0.48105600476264954,0,2.0,pregrado,top,0,6,45
378,analista_datos,0.3333333333333333,0.0,1.0,1.0,0.5693519115447998,0,1.0,pregrado,top,0,4,30
379,analista_datos,1.0,0.75,1.5,1.0,0.6250298023223877,1,2.0,pregrado,top,0,10,47
380,analista_datos,1.0,0.75,1.0,1.0,0.5109539031982422,1,1.0,pregrado,top,0,10,40
381,analista_datos,1.0,0.5,0.0,0.0,0.54366135597229,0,0.0,ninguno,desconocida,0,8,34
382,analista_datos,1.0,1.0,1.0,1.0,0.5959131717681885,1,1.0,pregrado,top,0,8,45
383,analista_datos,0.0,0.0,1.0,0.5,0.1784186065196991,0,1.0,tecnico,top,24,1,31
384,analista_datos,0.3333333333333333,0.25,1.0,1.0,0.21133601665496826,0,1.0,posgrado,top,0,3,36
385,analista_datos,0.3333333333333333,0.5,1.0,1.0,0.4742317497730255,0,1.0,pregrado,top,0,7,39
386,analista_datos,0.3333333333333333,0.0,1.5,1.0,0.4356130063533783,0,2.0,pregrado,top,24,5,63
387,analista_datos,1.0,0.25,1.0,1.0,0.4724828004837036,1,1.0,pregrado,top,0,6,47
388,analista_datos,0.3333333333333333,0.5,1.5,0.0,0.48682740330696106,0,2.0,ninguno,desconocida,0,4,28
389,analista_datos,1.0,0.5,0.0,1.0,0.48232683539390564,1,0.0,pregrado,top,0,6,46
390,analista_datos,0.3333333333333333,0.0,1.5,0.5,0.4434000253677368,0,3.0,tecnico,top,0,2,33
391,analista_datos,0.3333333333333333,0.25,1.0,1.0,0.33553028106689453,0,1.0,pregrado,top,0,6,49
392,analista_datos,1.0,0.75,0.0,0.5,0.5891037583351135,1,0.0,tecnico,top,0,11,40
393,analista_datos,0.3333333333333333,0.0,0.0,0.5,0.556334376335144,0,0.0,tecnico,top,0,2,29
394,analista_datos,0.3333333333333333,0.0,1.0,1.0,0.36776861548423767,0,1.0,posgrado,top,0,4,33
395,analista_datos,0.3333333333333333,0.0,0.0,1.0,0.295651912689209,0,0.0,pregrado,top,0,5,52
396,analista_datos,0.3333333333333333,0.0,0.0,1.0,0.3904591202735901,0,0.0,pregrado,top,0,5,45
397,analista_datos,0.0,0.0,1.5,1.0,0.38775187730789185,0,2.0,posgrado,top,0,2,36
398,analista_datos,1.0,0.5,1.0,1.0,0.6098003387451172,1,1.0,pregrado,top,0,9,49
399,analista_datos,0.3333333333333333,0.25,0.0,0.5,0.5666051506996155,0,0.0,tecnico,top,0,4,39
400,analista_datos,0.3333333333333333,0.0,0.0,1.0,0.4752427637577057,0,0.0,pregrado,top,0,5,38
401,analista_datos,1.0,0.25,1.5,1.0,0.5120519399642944,1,3.0,pregrado,top,0,8,50
402,analista_datos,0.3333333333333333,0.25,1.0,0.5,0.4309004843235016,0,1.0,tecnico,top,0,6,44
403,analista_datos,1.0,0.25,0.0,0.0,0.5401711463928223,0,0.0,ninguno,desconocida,0,8,37
404,analista_datos,1.0,0.5,1.5,0.5,0.5278784036636353,1,3.0,tecnico,top,24,7,62
405,analista_datos,0.3333333333333333,0.5,1.0,1.0,0.36094731092453003,0,1.0,pregrado,top,0,7,41
406,analista_datos,0.3333333333333333,0.5,0.0,1.0,0.679145097732544,0,0.0,posgrado,top,0,5,42
407,analista_datos,0.3333333333333333,0.5,1.5,1.0,0.4173568785190582,0,3.0,pregrado,top,0,6,39
408,analista_datos,0.3333333333333333,0.0,1.0,0.0,0.5324536561965942,0,1.0,ninguno,desconocida,0,3,14
409,analista_datos,0.3333333333333333,0.0,1.0,0.5,0.45643675327301025,0,1.0,tecnico,top,0,2,33
410,analista_datos,0.3333333333333333,0.5,1.5,0.5,0.5019850134849548,0,2.0,tecnico,top,0,6,37
411,analista_datos,0.3333333333333333,0.25,0.0,1.0,0.6329328417778015,0,0.0,pregrado,top,0,4,37
412,analista_datos,0.3333333333333333,0.0,0.0,1.0,0.4264827370643616,0,0.0,pregrado,top,0,2,37
413,analista_datos,0.3333333333333333,0.25,1.5,0.5,0.45186030864715576,0,2.0,tecnico,top,12,4,60
414,analista_datos,0.3333333333333333,0.5,1.5,1.0,0.50705486536026,0,3.0,pregrado,top,0,4,44
415,analista_datos,1.0,1.0,1.0,1.0,0.4545004069805145,1,1.0,posgrado,top,0,9,37
416,analista_datos,0.3333333333333333,0.5,0.0,1.0,0.5357611775398254,0,0.0,posgrado,top,0,7,54
417,analista_datos,0.3333333333333333,0.0,0.0,0.5,0.5632537007331848,0,0.0,tecnico,top,0,2,34
418,analista_datos,0.3333333333333333,0.25,1.0,1.0,0.5522887110710144,0,1.0,pregrado,top,0,5,36
419,analista_datos,1.0,0.5,0.0,1.0,0.6484137773513794,1,0.0,pregrado,top,0,9,40
420,analista_datos,1.0,0.5,1.5,1.0,0.6168150901794434,1,3.0,posgrado,top,0,8,51
421,analista_datos,1.0,1.0,1.5,0.0,0.5732495784759521,1,2.0,ninguno,desconocida,24,10,50
422,analista_datos,1.0,0.75,1.0,0.5,0.34205394983291626,1,1.0,tecnico,top,0,8,37
423,analista_datos,1.0,0.25,0.0,1.0,0.5042862296104431,1,0.0,pregrado,top,0,7,46
424,analista_datos,1.0,0.25,1.5,1.0,0.5930840969085693,1,2.0,posgrado,top,24,6,63
425,analista_datos,1.0,1.0,1.5,1.0,0.5315704941749573,1,2.0,posgrado,top,0,8,36
426,analista_datos,0.0,0.0,0.0,1.0,0.3384959101676941,0,0.0,pregrado,top,0,4,45
427,analista_datos,0.3333333333333333,0.5,0.0,1.0,0.5580768585205078,0,0.0,posgrado,top,0,4,43
428,analista_datos,1.0,1.0,1.0,0.5,0.4274928569793701,1,1.0,tecnico,top,0,9,39
429,analista_datos,1.0,0.75,1.0,0.5,0.551352858543396,1,1.0,tecnico,top,12,8,51
430,analista_datos,0.3333333333333333,0.5,1.5,1.0,0.5425131916999817,0,2.0,posgrado,top,0,6,45
431,analista_datos,0.3333333333333333,0.5,0.0,0.0,0.629996657371521,0,0.0,ninguno,desconocida,0,5,33
432,analista_datos,0.3333333333333333,0.0,0.0,1.0,0.3860117793083191,0,0.0,pregrado,top,0,3,45
433,analista_datos,0.3333333333333333,0.5,0.0,1.0,0.48576492071151733,0,0.0,pregrado,top,0,7,39
434,analista_datos,0.3333333333333333,0.5,1.0,0.5,0.42028191685676575,0,1.0,tecnico,top,0,6,39
435,analista_datos,0.3333333333333333,0.5,1.0,1.0,0.577987790107727,0,1.0,pregrado,top,0,7,47
436,analista_datos,0.3333333333333333,0.0,0.0,0.5,0.48866766691207886,0,0.0,tecnico,top,0,5,43
437,analista_datos,1.0,0.25,0.0,0.5,0.6041854619979858,0,0.0,tecnico,top,0,8,42
438,analista_datos,1.0,0.5,0.0,1.0,0.7046985626220703,1,0.0,posgrado,top,0,8,44
439,analista_datos,0.0,0.0,0.0,0.0,0.3210986852645874,0,0.0,ninguno,desconocida,0,3,26
440,analista_datos,1.0,0.5,1.0,1.0,0.6394128799438477,1,1.0,pregrado,top,0,7,43
441,analista_datos,0.0,0.0,1.0,1.0,0.5326201915740967,0,1.0,posgrado,top,12,3,43
442,analista_datos,0.3333333333333333,0.5,0.0,0.0,0.4148145318031311,0,0.0,ninguno,desconocida,0,7,29
443,analista_datos,0.3333333333333333,0.0,0.0,1.0,0.5263875722885132,0,0.0,pregrado,top,0,4,42
444,analista_datos,1.0,0.25,1.5,1.0,0.631537914276123,1,2.0,pregrado,top,0,4,37
445,analista_datos,0.3333333333333333,0.25,1.0,1.0,0.341585636138916,0,1.0,posgrado,top,0,3,26
446,analista_datos,1.0,0.25,0.0,1.0,0.5579593181610107,1,0.0,pregrado,top,0,7,43
447,analista_datos,1.0,0.5,1.0,1.0,0.5516580939292908,1,1.0,pregrado,top,0,8,48
448,analista_datos,0.3333333333333333,0.0,0.0,1.0,0.40756285190582275,0,0.0,posgrado,top,0,5,44
449,analista_datos,0.3333333333333333,0.25,1.0,0.5,0.5449527502059937,0,1.0,tecnico,top,0,4,46
450,analista_datos,1.0,0.5,0.0,1.0,0.49625107645988464,1,0.0,posgrado,top,0,6,43
451,analista_datos,0.3333333333333333,0.5,0.0,1.0,0.4908372461795807,0,0.0,pregrado,top,0,6,48
452,analista_datos,1.0,0.5,0.0,0.5,0.6960994005203247,1,0.0,tecnico,top,0,5,45
453,analista_datos,0.3333333333333333,0.5,1.5,1.0,0.4939911365509033,1,2.0,pregrado,top,12,4,59
454,analista_datos,0.3333333333333333,0.0,1.0,1.0,0.3822646141052246,0,1.0,pregrado,top,0,4,35
455,analista_datos,0.3333333333333333,0.0,0.0,1.0,0.49164044857025146,0,0.0,pregrado,top,0,2,37
456,analista_datos,1.0,0.75,1.0,1.0,0.39674311876296997,1,1.0,pregrado,top,0,8,43
457,analista_datos,0.3333333333333333,0.0,1.0,1.0,0.3708072900772095,0,1.0,pregrado,top,0,5,35
458,analista_datos,0.3333333333333333,0.5,0.0,0.0,0.47105616331100464,0,0.0,ninguno,desconocida,0,5,29
459,analista_datos,1.0,0.5,0.0,0.5,0.6816666126251221,1,0.0,tecnico,top,0,9,43
460,analista_datos,0.3333333333333333,0.25,0.0,1.0,0.5019153356552124,0,0.0,pregrado,top,0,7,48
461,analista_datos,0.3333333333333333,0.25,1.0,1.0,0.5095037817955017,0,1.0,pregrado,top,0,6,51
462,analista_datos,1.0,0.25,1.0,1.0,0.41702669858932495,1,1.0,pregrado,top,0,8,39
463,analista_datos,0.3333333333333333,0.0,0.0,0.0,0.42304471135139465,0,0.0,ninguno,desconocida,0,3,23
464,analista_datos,0.3333333333333333,0.0,1.5,1.0,0.47805729508399963,0,2.0,pregrado,top,0,4,42
465,analista_datos,0.3333333333333333,0.0,1.0,1.0,0.4360530972480774,0,1.0,posgrado,top,0,4,41
466,analista_datos,0.3333333333333333,0.0,0.0,1.0,0.47492051124572754,0,0.0,pregrado,top,0,6,42
467,analista_datos,0.3333333333333333,0.25,1.5,0.5,0.48707151412963867,0,3.0,tecnico,top,0,6,41
468,analista_datos,1.0,0.25,1.5,1.0,0.6294756531715393,1,4.0,pregrado,top,12,8,67
469,analista_datos,0.3333333333333333,0.0,0.0,1.0,0.5160980820655823,0,0.0,pregrado,top,0,4,40
470,analista_datos,1.0,1.0,1.5,1.0,0.6745668649673462,1,2.0,pregrado,top,12,9,62
471,analista_datos,1.0,0.75,0.0,1.0,0.6278000473976135,1,0.0,posgrado,top,0,7,47
472,analista_datos,0.0,0.0,1.0,1.0,0.24898585677146912,0,1.0,pregrado,top,0,2,26
473,analista_datos,1.0,1.0,0.0,1.0,0.5589255094528198,1,0.0,pregrado,top,0,8,46
474,analista_datos,0.3333333333333333,0.5,1.5,1.0,0.4982876181602478,1,2.0,posgrado,top,0,5,44
475,analista_datos,0.0,0.0,1.5,0.5,0.3244760036468506,0,2.0,tecnico,top,0,1,26
476,analista_datos,0.3333333333333333,0.0,1.0,1.0,0.4342944025993347,0,1.0,pregrado,top,12,3,40
477,analista_datos,0.3333333333333333,0.25,1.5,1.0,0.3767198324203491,0,3.0,pregrado,top,0,3,38
478,analista_datos,0.3333333333333333,0.0,1.0,0.5,0.2982146143913269,0,1.0,tecnico,top,0,3,30
479,analista_datos,0.3333333333333333,0.0,0.0,0.5,0.4640876054763794,0,0.0,tecnico,top,0,3,36
480,analista_datos,0.3333333333333333,0.0,0.0,1.0,0.3730071187019348,0,0.0,posgrado,top,0,4,38
481,cientifico_datos,0.5,0.25,0.5,0.3333333333333333,0.42245733737945557,0,1.0,tecnico,top,0,6,37
482,cientifico_datos,0.5,0.25,1.0,0.0,0.5307264924049377,0,2.0,ninguno,desconocida,0,7,28
483,cientifico_datos,0.25,0.0,1.5,0.3333333333333333,0.38126522302627563,0,3.0,tecnico,top,0,5,36
484,cientifico_datos,0.5,0.5,1.5,0.6666666666666666,0.6147817373275757,0,4.0,pregrado,top,0,5,49
485,cientifico_datos,0.25,0.5,0.0,1.0,0.5036592483520508,0,0.0,posgrado,top,0,5,44
486,cientifico_datos,1.0,1.0,1.5,0.6666666666666666,0.6212270259857178,1,7.0,pregrado,top,0,11,42
487,cientifico_datos,0.25,0.0,1.0,0.3333333333333333,0.3805482089519501,0,2.0,tecnico,top,12,4,64
488,cientifico_datos,0.0,0.0,1.0,0.6666666666666666,0.30222827196121216,0,2.0,pregrado,top,0,2,39
489,cientifico_datos,0.5,0.25,1.0,0.6666666666666666,0.42184963822364807,0,2.0,pregrado,top,0,5,51
490,cientifico_datos,0.25,0.0,1.5,1.0,0.35656875371932983,0,4.0,posgrado,top,0,5,40
491,cientifico_datos,0.0,0.0,1.5,0.6666666666666666,0.2886199355125427,0,5.0,pregrado,top,0,2,36
