reutiliza_contraseñas,longitud_promedio,usa_gestor,usa_2fa,cambia_password_tras_filtracion,actualizaciones_automaticas,dias_desde_actualizacion,actualiza_apps,usa_wifi_publico_sin_vpn,usa_vpn,hace_clic_enlaces_desconocidos,comparte_red_o_dispositivos,hace_backups_regulares,backups_automaticos_en_nube,bloqueo_automatico,disco_cifrado,acceso_remoto_habilitado,riesgo_categoria
False,9,False,False,False,True,253,True,True,False,False,False,True,True,False,False,False,Medio
True,12,True,False,True,False,19,False,False,True,True,False,False,True,True,True,False,Bajo
True,14,False,False,True,False,9,True,False,False,False,False,True,False,False,False,False,Bajo
True,12,False,False,False,False,92,False,True,True,False,True,False,False,False,True,False,Medio
False,9,False,False,False,False,38,False,True,False,False,False,False,False,True,False,False,Alto
False,19,False,True,False,True,16,True,True,False,False,False,True,False,False,False,False,Bajo
False,14,True,False,False,False,51,True,False,True,False,True,True,True,True,True,False,Bajo
False,10,False,False,False,False,82,False,True,True,False,False,False,True,False,True,False,Medio
True,13,False,False,False,False,52,True,False,False,False,True,False,True,False,False,False,Medio
False,17,False,False,True,False,13,True,False,False,False,False,True,True,True,False,False,Bajo
True,8,False,False,False,True,31,False,False,False,False,True,False,True,False,False,False,Alto
False,8,False,True,False,False,75,True,True,False,False,False,True,False,False,False,False,Medio
False,7,False,False,False,False,29,False,True,False,True,True,False,False,False,False,False,Alto
True,12,True,True,True,True,18,False,False,True,True,False,True,False,True,False,False,Bajo
True,11,False,True,True,True,72,False,False,True,False,False,False,False,False,True,False,Medio
False,10,True,False,False,False,6,False,False,False,False,True,False,False,False,False,False,Medio
False,15,True,True,True,True,55,True,False,False,False,False,True,False,True,True,False,Bajo
True,14,True,False,False,True,29,False,False,False,True,False,False,False,True,True,False,Bajo
True,10,True,False,True,False,29,False,True,False,True,False,False,False,True,False,False,Medio
True,5,False,False,False,False,54,False,False,False,True,True,False,False,False,True,True,Alto
True,11,True,True,True,False,51,True,True,False,True,False,False,False,False,False,False,Medio
False,8,False,True,False,True,41,False,True,False,False,False,False,True,False,True,False,Medio
False,14,False,False,True,False,19,False,True,True,True,False,False,False,True,False,False,Medio
False,13,False,False,False,True,225,False,True,False,False,True,False,False,False,False,False,Medio
True,13,False,False,False,True,33,False,True,False,False,True,False,False,False,False,False,Alto
False,11,False,False,False,False,225,False,True,True,False,False,False,True,True,True,False,Medio
True,5,False,True,True,False,89,False,False,False,False,False,True,False,False,False,False,Medio
False,9,True,True,False,True,5,False,False,False,False,False,False,False,False,False,False,Medio
False,12,True,True,True,False,13,True,False,True,True,False,False,False,False,False,True,Medio
False,16,False,True,False,False,1,True,False,True,False,False,True,False,True,False,False,Bajo
False,12,True,True,True,True,25,False,False,True,False,False,False,False,True,False,True,Bajo
False,14,True,True,True,True,204,True,True,False,False,False,False,False,False,False,False,Medio
False,20,True,False,True,True,7,False,False,False,False,False,False,False,True,False,False,Bajo
True,12,True,False,True,True,25,True,False,False,True,False,True,True,False,False,False,Bajo
False,17,True,True,False,True,17,True,False,False,True,True,False,False,False,True,False,Medio
True,13,False,True,False,False,25,True,False,True,False,True,True,False,True,True,False,Bajo
True,15,False,False,False,False,1,True,True,True,False,False,False,False,True,False,False,Medio
False,15,True,False,True,True,44,False,False,True,False,False,False,True,True,False,False,Bajo
True,10,False,True,True,True,0,True,False,True,False,False,True,True,True,True,False,Bajo
True,12,True,True,True,False,63,False,False,False,False,False,True,True,True,True,False,Bajo
False,16,False,True,False,True,27,True,False,False,False,False,True,False,True,False,False,Bajo
True,19,True,True,False,True,9,False,False,False,True,True,False,False,False,False,False,Medio
True,10,True,False,True,True,18,True,False,False,False,False,False,True,True,False,False,Bajo
True,13,False,True,False,False,63,False,False,False,False,False,True,False,False,False,False,Medio
False,11,False,True,False,True,27,True,True,False,False,True,False,True,True,True,False,Bajo
False,10,True,True,False,False,52,False,False,False,True,True,False,False,False,True,False,Medio
False,12,False,True,True,False,13,True,False,False,False,False,True,False,True,True,False,Bajo
True,11,True,True,True,True,10,True,False,False,False,False,True,False,False,False,False,Bajo
True,15,True,False,False,True,53,True,False,False,False,False,False,True,True,False,False,Bajo
True,8,False,True,True,True,94,False,False,True,False,False,True,True,False,False,False,Bajo
True,4,False,False,False,False,60,False,True,False,False,False,False,False,True,False,True,Alto
False,12,False,False,False,True,108,True,True,False,True,True,True,False,False,False,False,Medio
True,10,False,True,False,False,3,False,False,False,True,False,False,False,False,False,False,Medio
False,14,False,True,True,True,57,True,False,False,False,False,True,True,True,True,False,Bajo
False,12,True,True,True,False,25,False,False,False,False,True,False,False,False,True,False,Medio
True,13,False,False,False,False,8,False,False,True,True,True,False,True,True,True,True,Medio
True,12,True,True,False,False,18,False,False,False,False,False,False,False,False,True,False,Medio
True,11,False,True,False,False,134,False,False,False,True,False,False,False,False,False,False,Medio
False,14,False,True,True,True,159,True,False,True,False,True,False,True,True,False,False,Bajo
True,15,True,True,False,True,22,True,False,False,False,True,True,True,True,True,False,Bajo
True,10,True,False,False,False,186,False,True,False,False,True,False,False,False,False,True,Alto
False,19,True,True,False,True,2,True,False,False,False,False,True,True,True,False,False,Bajo
False,14,False,False,False,False,0,False,False,False,True,False,True,False,False,False,False,Medio
True,16,False,True,False,False,65,False,True,False,False,True,False,False,True,False,False,Medio
False,8,False,False,False,False,9,False,True,False,False,False,False,False,True,False,True,Alto
False,12,True,True,True,True,24,False,True,False,False,True,False,True,True,False,False,Bajo
False,14,False,False,True,False,4,False,True,True,False,False,False,False,True,True,False,Bajo
True,13,False,True,True,True,132,True,False,False,False,False,False,True,False,False,False,Bajo
False,18,True,True,True,True,2,True,False,False,False,False,False,True,True,False,False,Bajo
True,11,False,False,False,False,97,False,True,True,False,False,False,True,False,False,False,Alto
True,13,False,False,False,True,45,False,True,False,True,False,False,False,False,False,False,Alto
False,12,True,True,False,False,88,True,False,False,False,False,True,False,True,True,False,Bajo
False,13,True,True,False,True,135,False,False,True,True,True,False,False,False,True,False,Medio
False,15,False,True,True,True,43,False,False,False,False,False,False,True,False,False,False,Medio
False,17,False,False,True,True,4,True,False,True,False,False,False,True,True,False,False,Bajo
True,14,True,False,False,True,33,True,False,False,True,False,True,False,False,True,False,Medio
False,8,False,True,False,True,64,False,False,False,False,False,False,False,True,True,False,Bajo
True,14,False,False,False,True,1,False,False,False,False,False,True,False,True,False,False,Bajo
True,12,False,True,True,False,23,False,True,False,False,True,False,True,False,False,False,Medio
True,16,True,True,False,True,32,False,False,False,False,False,True,True,True,True,True,Bajo
False,12,False,True,True,False,11,False,False,True,False,False,True,False,False,False,False,Bajo
True,8,False,True,False,False,306,True,False,False,False,False,True,False,False,False,False,Medio
False,13,False,True,False,False,89,True,True,False,False,False,True,False,True,False,False,Medio
True,11,True,False,True,True,12,True,False,True,False,True,True,False,True,True,False,Bajo
False,10,False,True,True,True,3,False,True,False,False,False,True,False,False,True,False,Medio
True,9,False,True,True,False,19,False,True,False,False,False,False,False,False,False,False,Medio
True,6,True,True,False,True,20,True,False,False,False,False,False,True,True,False,False,Bajo
False,12,True,False,False,True,102,False,True,False,True,False,True,True,True,True,False,Bajo
True,15,False,False,True,False,50,True,True,False,True,True,False,True,False,True,True,Medio
True,4,False,True,False,False,42,False,False,False,False,False,False,True,True,False,False,Medio
True,14,False,True,True,True,9,False,False,True,True,True,False,False,True,False,False,Medio
True,12,True,False,True,False,101,True,True,True,False,False,True,True,True,True,False,Medio
False,12,True,False,False,False,97,False,False,False,True,True,False,False,False,False,False,Alto
False,12,True,True,False,True,16,False,True,False,False,True,True,False,False,True,False,Bajo
False,15,True,True,False,False,185,True,False,False,False,True,False,True,False,False,True,Medio
False,9,False,False,False,False,9,False,True,True,False,False,True,False,False,True,False,Bajo
True,11,True,True,False,False,35,False,False,False,False,True,True,False,True,True,False,Medio
False,20,True,True,True,True,13,False,False,True,False,False,True,True,False,True,False,Bajo
True,6,True,True,False,True,46,False,False,False,False,True,False,False,False,False,False,Medio
False,18,False,True,True,True,24,True,False,True,True,False,False,False,False,False,False,Medio
True,12,False,False,True,False,22,False,False,True,False,False,True,True,True,False,False,Bajo
False,12,True,False,False,False,2,False,True,True,False,False,False,False,False,True,False,Medio
True,20,True,True,False,True,30,True,True,True,True,True,True,True,True,False,False,Bajo
False,17,False,False,True,True,0,False,True,True,False,False,True,True,True,False,False,Bajo
True,11,False,False,True,False,48,False,True,False,False,False,False,True,False,False,False,Medio
False,16,False,True,True,True,3,True,False,True,False,False,False,True,True,False,True,Bajo
False,13,True,True,False,True,99,True,True,True,True,False,True,False,False,False,False,Medio
False,17,False,False,False,True,12,True,False,False,False,True,False,True,False,True,False,Bajo
True,14,True,False,True,False,119,False,False,False,False,True,False,False,True,False,False,Medio
False,15,False,True,False,False,106,True,True,True,False,False,True,False,False,False,False,Bajo
True,11,False,False,False,True,9,False,False,False,False,False,True,False,False,False,False,Bajo
True,6,False,False,False,False,54,False,False,False,False,False,True,False,True,True,False,Bajo
True,10,True,False,False,False,35,False,False,False,True,False,False,False,False,False,False,Medio
False,13,True,False,False,False,59,True,True,False,True,True,False,True,True,False,False,Medio
False,17,True,True,True,True,1,False,False,True,False,False,True,True,True,False,False,Bajo
False,14,False,True,False,False,14,True,False,False,False,True,False,True,True,False,False,Bajo
True,10,True,True,False,True,8,False,False,False,True,False,True,True,True,False,False,Bajo
False,11,False,True,False,True,2,True,False,False,False,True,True,False,True,True,False,Bajo
True,6,False,False,False,False,14,False,False,False,True,True,False,False,True,False,False,Alto
True,18,False,False,True,True,8,False,False,True,False,False,False,True,True,True,False,Bajo
False,13,False,True,False,False,14,True,False,False,False,False,False,True,False,False,False,Bajo
True,10,False,True,True,False,104,False,False,False,False,True,False,True,False,False,False,Medio
True,14,False,True,True,False,19,True,False,False,False,False,True,True,False,True,False,Bajo
False,11,False,True,True,False,39,False,False,False,False,False,False,True,False,True,False,Medio
False,14,False,True,False,False,62,True,True,True,False,False,False,True,True,False,False,Medio
False,21,True,False,False,True,42,True,True,False,False,True,True,False,False,False,True,Medio
False,15,False,False,True,True,28,True,True,False,False,False,True,True,True,False,False,Bajo
False,17,True,True,True,True,64,True,False,False,False,False,False,True,True,False,False,Bajo
False,7,False,False,False,True,33,False,True,False,False,False,False,False,True,True,False,Medio
False,14,False,False,True,False,32,False,False,True,False,True,True,True,True,False,False,Bajo
True,11,False,True,True,True,15,False,False,False,False,True,False,False,True,False,False,Medio
True,13,False,False,False,False,154,True,False,True,False,False,True,True,True,False,False,Medio
True,10,False,False,False,False,254,True,True,False,False,False,True,True,True,False,False,Medio
False,12,False,True,True,True,2,True,False,True,False,False,False,True,True,True,False,Bajo
False,11,True,True,True,True,55,False,False,False,False,False,True,True,False,True,True,Bajo
False,10,False,True,False,True,2,False,False,True,False,False,False,False,True,False,False,Medio
True,19,True,True,True,False,21,True,True,False,False,False,True,True,True,True,False,Bajo
False,16,True,True,True,False,16,True,False,True,False,True,True,True,True,True,False,Bajo
False,16,False,False,False,False,51,True,False,False,True,False,False,False,True,True,False,Bajo
False,20,True,True,True,True,4,True,False,False,False,False,True,False,False,False,False,Bajo
False,16,False,False,False,True,11,False,False,False,True,False,False,False,True,False,False,Medio
True,14,False,True,True,True,26,False,True,True,False,True,False,False,False,False,False,Medio
False,12,True,False,False,False,12,False,False,False,False,False,False,False,True,False,False,Medio
False,11,False,True,False,True,111,True,False,False,False,False,False,False,False,False,False,Medio
True,19,False,False,True,True,6,True,True,False,False,False,False,True,True,False,True,Medio
True,13,False,False,True,False,3,False,True,False,False,True,False,True,False,False,False,Medio
False,9,False,False,True,False,42,True,False,True,False,True,False,False,True,False,False,Medio
True,11,False,True,False,False,84,True,True,False,False,False,False,False,True,False,False,Bajo
True,17,False,False,False,False,34,True,True,True,False,False,True,True,False,True,True,Medio
False,15,True,False,False,True,37,True,False,True,False,False,False,True,False,False,False,Medio
False,17,False,False,False,True,1,False,False,True,False,False,True,True,True,False,False,Bajo
True,15,True,False,True,False,20,True,True,False,False,False,True,False,False,True,True,Medio
False,7,False,True,True,True,21,True,False,False,False,True,False,True,False,False,False,Medio
True,13,False,False,False,True,48,True,False,False,False,True,True,False,True,True,False,Medio
True,14,True,False,False,True,24,True,True,False,True,True,True,True,True,False,False,Medio
False,14,False,True,True,False,34,True,False,True,False,False,False,False,True,False,False,Medio
False,16,True,True,True,True,8,True,True,True,True,False,True,True,True,False,False,Bajo
False,15,False,False,False,True,3,True,False,False,True,False,True,True,True,False,False,Medio
True,8,True,False,True,False,114,True,True,False,False,False,False,False,False,False,False,Alto
False,10,True,False,True,False,11,False,True,False,False,False,True,True,False,True,False,Bajo
True,15,False,True,False,False,25,True,True,False,False,False,False,False,True,False,True,Medio
False,14,False,True,False,True,5,False,False,True,True,False,True,True,False,False,False,Medio
True,9,False,True,False,True,224,True,False,False,False,False,False,True,False,True,False,Medio
False,11,False,False,True,True,103,False,True,False,True,True,True,True,True,False,False,Medio
True,7,False,False,False,False,8,True,True,False,False,True,True,False,False,False,False,Medio
True,10,False,False,True,False,113,True,True,False,False,False,True,False,False,True,False,Medio
False,17,False,True,True,False,11,True,False,True,False,False,False,True,True,False,False,Bajo
True,11,False,True,False,True,16,False,False,False,False,False,True,True,True,False,False,Bajo
True,15,False,True,True,True,89,False,False,False,False,False,False,False,False,True,True,Medio
True,11,True,False,False,True,121,True,True,False,True,True,False,True,True,True,True,Medio
False,14,True,True,False,True,60,False,False,True,False,False,True,False,False,False,False,Bajo
False,8,False,True,False,False,49,True,False,False,False,False,False,False,False,False,False,Medio
False,11,True,True,False,False,120,False,False,False,False,False,True,False,True,True,False,Bajo
False,9,False,False,True,True,106,False,True,False,True,True,True,False,False,False,False,Medio
True,13,False,True,False,False,96,True,True,False,False,False,True,False,False,False,True,Medio
True,13,False,True,False,True,155,True,False,False,False,False,False,False,False,False,False,Medio
True,13,False,True,False,False,83,False,False,False,False,False,True,False,True,True,False,Medio
False,15,True,False,True,True,0,True,False,False,True,False,True,False,False,True,False,Bajo
False,14,False,False,False,True,28,True,False,False,False,False,False,False,False,False,False,Medio
False,15,True,True,False,True,48,False,False,True,False,True,True,True,True,True,False,Bajo
False,13,False,False,False,False,16,True,False,False,True,True,True,True,True,False,False,Medio
False,24,True,True,True,True,10,True,True,False,False,True,True,True,False,True,True,Bajo
True,10,False,True,False,True,57,True,False,False,True,True,False,True,False,False,True,Alto
False,9,False,False,False,False,73,True,False,False,False,False,False,False,False,False,False,Medio
False,9,False,False,True,False,194,False,False,False,False,False,False,False,True,False,False,Medio
False,18,True,False,False,False,25,True,False,True,False,True,False,True,True,True,False,Bajo
False,15,True,True,True,False,33,False,False,True,False,True,True,True,True,True,False,Bajo
True,17,True,True,False,True,50,True,True,False,False,False,True,False,False,False,False,Medio
False,14,False,True,True,True,18,True,False,False,False,False,True,False,True,False,False,Bajo
False,10,True,False,False,True,17,False,False,False,False,False,False,True,True,False,False,Bajo
True,14,False,False,False,False,11,False,True,False,False,True,False,True,False,False,False,Alto
True,10,False,False,False,True,26,False,False,True,False,False,False,False,True,True,False,Bajo
False,13,False,True,True,True,55,True,False,True,False,False,True,False,True,True,False,Bajo
False,16,True,True,False,False,26,True,False,False,False,False,True,False,True,True,True,Bajo
False,14,False,False,True,False,69,True,False,True,False,True,False,True,True,False,False,Medio
True,12,False,False,False,False,34,False,False,False,False,False,False,True,True,False,True,Medio
True,13,True,False,False,False,68,False,False,False,False,False,True,True,True,False,True,Bajo
False,9,False,False,True,False,23,True,True,True,False,False,False,True,False,True,True,Medio
False,11,True,False,False,False,16,False,False,False,False,True,True,False,True,True,False,Bajo
False,8,True,False,True,True,31,True,True,False,True,True,True,False,True,False,False,Medio
True,14,True,True,False,False,30,False,False,True,False,False,False,False,True,True,False,Bajo
True,13,False,False,False,False,41,True,True,False,False,False,False,False,False,False,False,Alto
True,10,False,False,False,False,81,True,True,True,False,False,False,False,False,True,False,Medio
True,16,False,True,False,True,86,False,True,False,False,True,False,True,False,False,False,Medio
True,14,True,True,True,True,16,False,False,False,False,False,True,True,True,True,False,Bajo
True,9,False,True,True,True,13,False,False,False,False,False,False,False,True,False,False,Medio
False,14,True,False,True,True,11,True,True,True,True,False,False,False,True,True,False,Medio
True,8,False,False,False,False,96,False,True,False,False,False,False,False,False,False,False,Alto
True,14,False,True,True,False,46,True,True,True,True,False,True,True,True,False,False,Medio
False,11,False,False,False,True,12,False,True,True,False,False,False,False,False,False,False,Medio
False,9,True,False,False,False,98,True,True,True,False,False,False,False,True,True,False,Medio
True,18,True,True,True,True,48,True,False,True,False,False,True,False,True,True,False,Bajo
True,19,True,False,True,False,36,False,False,True,False,False,True,True,True,False,False,Bajo
False,14,False,True,True,True,40,True,False,True,False,True,True,False,False,False,False,Bajo
False,12,True,False,False,False,30,False,False,False,False,False,True,True,False,False,False,Bajo
False,14,False,False,False,True,74,False,False,False,False,False,True,True,False,False,False,Medio
False,7,False,False,False,False,40,False,False,False,True,True,False,True,False,True,False,Medio
True,10,True,True,False,True,6,True,False,False,False,False,False,True,True,True,False,Bajo
True,12,True,True,True,False,22,True,False,True,False,False,True,True,False,False,False,Bajo
True,9,False,False,True,False,13,False,True,False,False,True,False,False,False,False,False,Alto
True,15,False,False,False,False,15,True,False,False,False,True,False,False,False,False,False,Medio
True,8,False,False,True,False,14,False,False,True,True,True,False,False,False,False,False,Alto
True,9,True,False,True,False,7,True,True,False,False,True,False,False,False,False,False,Alto
True,8,True,True,False,False,4,False,False,False,False,True,True,False,True,False,False,Bajo
True,15,True,False,False,True,59,True,True,True,False,False,False,False,True,False,False,Medio
True,14,True,False,False,False,42,False,True,True,False,False,False,True,False,False,False,Medio
False,17,False,True,True,False,60,True,False,True,True,False,True,True,False,True,False,Bajo
False,13,False,False,False,True,4,False,False,False,False,True,True,False,False,True,False,Bajo
False,16,False,True,True,True,0,True,False,True,False,False,False,True,False,True,False,Bajo
True,15,False,False,False,False,102,False,True,False,False,False,False,False,False,False,False,Alto
False,11,True,True,False,False,36,True,True,False,False,True,False,False,False,False,False,Medio
False,14,False,True,True,True,17,True,False,True,False,False,True,True,True,False,True,Bajo
True,11,True,False,True,False,35,True,False,False,False,False,False,False,True,False,False,Medio
False,14,True,False,True,True,7,True,True,True,False,True,True,True,True,True,False,Bajo
False,18,True,True,False,False,37,True,False,False,True,True,False,True,True,True,False,Bajo
False,19,False,True,True,False,20,True,False,False,True,False,True,True,False,False,False,Medio
False,16,False,True,True,False,20,True,False,False,False,False,False,True,True,False,False,Bajo
False,20,True,False,True,True,3,True,True,True,False,False,False,True,True,True,False,Bajo
False,16,True,False,False,True,33,True,False,True,False,False,False,False,True,True,False,Bajo
True,14,False,False,False,False,99,False,True,False,True,True,True,False,True,False,False,Medio
True,11,True,False,True,True,148,False,False,True,True,False,True,True,True,True,False,Bajo
True,16,False,True,True,False,0,False,True,False,False,False,False,False,False,False,False,Alto
False,8,False,False,False,False,20,False,True,False,False,True,False,False,False,False,False,Medio
True,9,False,False,True,False,232,False,True,False,True,False,True,False,False,False,True,Medio
True,12,True,True,True,False,5,True,False,True,False,False,True,False,False,False,False,Bajo
False,17,False,False,True,False,39,True,False,True,True,False,True,True,True,False,False,Bajo
False,11,True,True,False,False,0,False,True,True,False,False,False,True,True,True,False,Bajo
True,14,True,True,True,True,62,True,True,False,False,True,True,True,True,True,False,Bajo
False,10,False,False,False,False,9,True,True,True,True,True,True,False,False,False,False,Medio
True,8,False,False,True,False,186,False,True,False,True,True,False,False,True,False,False,Alto
True,13,True,False,False,True,34,False,True,False,True,False,True,False,True,True,False,Medio
False,16,True,True,True,False,48,True,False,True,False,False,True,False,False,True,False,Bajo
True,4,False,True,False,False,54,True,False,True,False,True,False,False,False,False,False,Medio
True,14,False,True,True,False,6,True,False,False,True,True,True,False,True,False,False,Medio
True,9,False,True,False,False,13,False,False,False,False,False,True,False,True,False,False,Bajo
True,13,True,False,False,True,39,False,True,False,False,True,False,False,False,False,False,Medio
True,8,False,True,True,False,80,False,False,False,True,False,True,False,True,False,True,Medio
True,12,True,False,False,True,9,False,False,False,True,True,False,False,False,False,False,Medio
False,12,False,False,False,False,61,True,True,False,False,False,False,False,False,False,False,Medio
False,20,True,False,True,False,7,True,False,True,True,False,True,False,True,True,False,Bajo
False,8,False,False,False,False,46,False,False,False,False,True,True,False,False,True,False,Medio
True,12,True,True,True,False,12,True,True,True,False,False,True,True,True,True,False,Bajo
False,10,False,True,False,False,18,False,False,False,True,True,False,False,False,False,False,Medio
True,11,False,False,False,True,0,False,True,False,True,True,True,False,True,True,False,Medio
True,21,False,True,True,True,43,True,False,True,False,False,True,True,True,True,False,Bajo
True,7,False,False,False,False,102,False,False,False,False,False,False,False,False,False,False,Alto
False,17,True,False,False,True,4,True,True,False,False,True,False,False,False,False,False,Alto
False,20,True,False,True,False,38,False,False,True,False,False,False,True,True,False,False,Bajo
True,15,True,True,True,False,6,True,False,True,True,False,True,False,True,False,False,Bajo
True,11,False,False,True,False,0,False,True,False,False,True,True,True,True,False,False,Medio
True,5,False,False,False,True,67,True,False,True,False,False,True,False,True,False,False,Medio
False,11,True,True,False,False,11,False,True,False,False,False,False,True,True,True,False,Medio
True,14,False,False,False,True,162,False,False,False,True,False,False,False,True,False,False,Medio
True,10,False,True,False,True,213,True,False,False,True,False,True,False,False,False,False,Medio
False,18,False,False,False,True,49,True,False,True,False,False,False,True,False,True,True,Medio
False,12,False,False,False,False,23,False,False,True,False,True,False,False,False,False,False,Medio
True,10,True,False,True,False,287,False,False,True,False,False,False,False,True,False,False,Medio
True,12,False,False,False,False,36,False,False,False,True,False,False,False,False,False,False,Alto
True,14,True,False,False,True,55,True,False,False,False,False,False,False,True,False,False,Bajo
False,9,False,False,False,False,204,True,False,False,False,True,True,False,False,False,False,Medio
True,17,False,True,True,True,40,False,False,False,False,False,True,False,True,False,False,Medio
False,12,True,True,False,True,18,False,False,False,True,True,False,True,False,False,True,Medio
False,15,False,False,False,False,58,True,True,True,False,True,False,True,False,False,False,Medio
False,17,False,False,False,True,12,True,False,False,False,False,True,True,True,False,False,Bajo
True,18,False,True,True,False,16,False,False,False,False,False,False,False,True,True,False,Bajo
True,8,False,False,False,False,44,True,True,False,False,True,False,True,False,False,False,Medio
False,10,True,False,False,False,111,False,False,False,False,True,False,False,True,False,False,Medio
False,11,False,True,True,True,74,False,False,False,True,False,False,True,False,True,False,Medio
False,11,True,True,False,True,54,False,False,False,True,False,False,True,False,True,False,Medio
False,19,True,True,False,True,46,False,False,False,False,False,False,False,True,False,False,Medio
False,10,True,False,True,True,17,False,True,False,False,False,False,True,True,True,False,Bajo
False,14,False,True,True,True,11,False,False,False,True,False,False,False,True,False,False,Bajo
True,17,True,True,False,True,5,True,True,False,False,False,True,False,True,False,False,Bajo
False,13,False,False,True,False,76,True,False,True,False,True,True,False,False,True,False,Bajo
True,11,True,True,True,True,30,False,False,False,False,False,True,True,False,False,False,Bajo
False,12,True,False,True,True,58,True,True,False,False,False,False,True,True,True,False,Bajo
False,5,False,False,True,False,46,True,False,True,False,True,True,False,False,False,False,Medio
False,18,False,True,False,True,2,False,True,False,False,False,False,False,False,True,False,Bajo
False,17,False,True,True,False,91,True,True,True,False,False,True,True,True,True,False,Bajo
False,19,True,True,False,True,107,True,True,False,False,False,False,True,True,False,False,Bajo
False,21,False,False,True,True,63,False,False,False,False,False,False,False,True,True,False,Medio
False,11,False,True,True,True,3,False,True,False,False,False,False,False,False,False,False,Medio
True,13,True,True,True,False,114,False,False,True,False,True,True,False,False,False,False,Bajo
False,7,True,True,True,False,6,False,True,True,False,False,True,False,False,False,False,Bajo
False,13,False,True,False,True,14,True,False,False,False,False,False,False,False,True,False,Medio
True,13,True,False,False,False,22,False,True,False,False,False,True,False,False,False,False,Medio
False,22,True,True,False,True,40,True,False,True,False,False,False,False,True,False,False,Medio
True,8,False,False,False,True,18,True,False,False,True,True,False,False,False,False,True,Medio
False,15,False,False,False,True,76,False,False,False,True,False,True,False,False,True,False,Bajo
True,16,True,True,True,True,33,True,False,False,True,False,True,False,False,True,False,Bajo
True,10,True,False,False,False,29,True,False,False,True,False,False,False,False,False,False,Medio
True,8,False,True,True,False,262,False,False,False,False,True,False,False,False,False,False,Alto
True,14,False,True,True,False,6,False,True,False,True,False,False,False,False,True,False,Medio
False,13,False,True,False,True,2,False,False,True,False,False,True,False,False,False,True,Bajo
True,10,False,False,False,True,83,True,False,False,False,False,False,False,True,False,False,Medio
False,17,True,True,True,True,9,True,False,True,True,True,True,True,True,False,False,Bajo
True,11,True,True,False,True,8,True,True,True,True,False,True,True,False,False,False,Bajo
True,9,False,True,True,False,178,False,False,False,False,False,False,False,False,False,False,Medio
True,13,False,True,False,False,19,True,False,True,False,False,False,True,True,False,False,Bajo
True,12,False,False,False,False,80,True,True,False,True,False,True,False,True,False,False,Medio
False,15,True,False,True,False,15,True,False,False,False,True,True,False,True,True,False,Bajo
True,9,False,False,False,False,36,True,False,False,False,False,False,True,False,False,False,Medio
False,17,True,True,True,False,76,True,True,True,False,False,True,True,False,False,False,Bajo
True,8,False,False,False,False,109,True,True,False,False,False,False,False,False,False,False,Alto
True,20,True,False,True,True,12,True,False,True,False,False,False,True,True,False,False,Medio
False,7,False,False,True,False,59,False,True,False,False,False,False,True,False,True,False,Medio
True,4,False,False,False,True,17,True,False,True,False,True,False,True,False,False,False,Medio
True,5,True,False,False,False,26,False,False,True,False,False,False,True,False,True,False,Bajo
False,5,False,False,True,True,16,False,True,False,False,False,False,True,True,False,False,Medio
True,9,False,True,False,True,66,False,True,False,False,True,True,False,True,True,False,Bajo
True,4,False,False,False,False,311,True,False,False,True,False,False,False,False,False,False,Alto
False,21,True,True,True,True,8,False,True,True,False,True,True,True,True,True,False,Bajo
True,17,False,True,False,False,78,True,True,True,False,False,False,False,True,False,False,Medio
False,11,False,False,False,False,7,False,False,True,False,False,False,False,True,False,True,Medio
True,4,False,False,True,False,70,False,True,False,True,True,True,True,True,False,False,Medio
False,15,False,False,True,False,42,True,True,False,True,False,False,False,True,False,False,Medio
False,13,False,True,True,False,28,False,False,True,False,False,True,False,True,False,False,Bajo
True,10,False,True,True,True,55,True,False,False,True,False,True,True,False,True,False,Bajo
True,14,False,True,True,False,59,False,True,False,True,True,False,True,False,False,False,Medio
True,14,False,True,False,True,92,True,False,True,False,False,True,True,False,False,True,Bajo
True,9,False,False,False,False,106,False,False,False,True,True,True,False,False,False,False,Medio
True,17,False,False,False,False,174,True,True,False,False,True,False,False,False,False,True,Alto
True,10,False,False,False,False,66,False,False,False,False,True,False,False,False,False,False,Alto
False,9,True,True,True,False,0,False,True,False,True,True,True,True,True,False,False,Medio
True,15,True,False,True,True,154,True,False,False,False,False,True,False,False,False,False,Bajo
False,9,False,True,False,False,76,True,True,True,False,False,False,True,True,False,False,Bajo
True,10,False,False,False,False,55,False,False,True,False,False,True,False,True,False,False,Medio
True,16,True,False,False,False,13,False,False,False,False,False,True,True,False,True,False,Bajo
True,5,True,False,False,False,101,False,True,False,True,False,False,True,True,False,True,Alto
False,10,True,False,False,False,8,True,True,False,False,True,True,False,True,False,False,Medio
False,15,True,True,False,False,3,True,False,False,False,False,False,True,True,False,False,Bajo
False,11,False,False,True,False,20,True,True,False,True,False,True,False,False,False,False,Medio
False,8,False,False,False,False,24,False,False,True,False,False,False,True,True,False,True,Medio
True,5,False,False,True,True,129,True,True,False,False,True,False,True,True,False,False,Medio
True,11,False,True,False,False,16,False,False,True,True,False,True,False,False,False,False,Bajo
True,10,False,False,True,True,41,False,False,True,False,True,False,False,False,True,False,Bajo
True,8,True,False,False,False,30,True,False,False,False,False,True,True,True,False,False,Bajo
True,14,False,True,False,False,0,False,True,False,False,True,False,False,True,True,False,Bajo
True,16,False,False,False,False,26,True,False,True,False,True,False,False,True,False,False,Medio
